,id,author,abstract,booktitle,title,year,keywords,doi,ISSN,month,start,end,no_of_pages
32,9134248,"B Salihu, Z Tafa","Convolutional Neural Networks (CNNs) built in Python, have become the methodology of choice in image classification. On the other hand, recently formulated Capsule Networks (CapsNets) show potential of deeper understanding of the objects' relations within the images, thereby promising better classification accuracy. The primary aim of this research is to analyze the computational aspects when the two algorithms are implemented in two different programming platforms such as Python and C#. As compared to the equivalent implementations in Python, the results show that C#-based CNN implementation can provide better computational efficiency. Also, C# implementation of CapsNets results in smaller number of epochs for the network to get stabilized, as compared to the Python-based implementation. Finally, at the price of higher computational costs, the results confirm the thesis that, in terms of the handwritten digit classification accuracy, the CapsNets will outperform CNNs.",2020 9th Mediterranean Conference on Embedded Computing (MECO),On Computational Performances of the Actual Image Classification Methods in C# and Python,2020,C# language;computational complexity;convolutional neural nets;handwritten character recognition;image classification;Python;CNN implementation;C# implementation;CapsNets;Python-based implementation;handwritten digit classification accuracy;computational performances;actual image classification methods;convolutional neural networks;capsule networks;computational costs;image classification;MNIST;convolutional neural networks;capsule networks;Python;C#,10.1109/MECO49872.2020.9134248,2637-9511,June,1.0,5.0,5.0
33,8822022,"D Thomas, S Mathur","The standard information investigation are built on the root and impact relationship, shaped an example minuscule examination, subjective and quantitative examination, the rationality approach of creating extrapolation examination. The Web Scraper's conniving ethics and procedures are juxtaposed, it explains about the working of how the scraper is premeditated. The technique of it is allocated into three fragments: the web scraper draws the desired links from web, and then the data is extracted to get the data from the source links and finally stowing that data into a csv file. The Python language is implemented for the carrying out. By doing so, linking all these with the moral knowledge of libraries and working know-how, we can have an adequate Scraper in our hand to produce the desired result. Due to an enormous community and library resources for Python and the exquisiteness of coding chic of python language, it is most appropriate one for Scraping desired data from the desired website.","2019 3rd International conference on Electronics, Communication and Aerospace Technology (ICECA)",Data Analysis by Web Scraping using Python,2019,data analysis;extrapolation;Internet;Python;data analysis;standard information investigation;rationality approach;extrapolation examination;library resources;Web scraping;CSV file;Python language;Web site;Data mining;Conferences;Python;Business;Crawlers;Databases;Aerospace electronics;Data analysis;Web Scraping;Implementing Web Scrape,10.1109/ICECA.2019.8822022,,June,450.0,454.0,5.0
34,8993344,"R Sangpal, T Gawand, S Vaykar, N Madhavi","This paper presents JARVIS, a virtual integrated voice assistant comprising of gTTS, AIML[Artificial Intelligence Markup Language], and Python-based state-of-the-art technology in personalized assistant development. JARVIS incorporates the power of AIML and with the industry-leading Google platform for text-to-speech conversion and the voice of the Male Pitch in the gTTS libraries inspired from the Marvel World. This is the result of the adoption of the dynamic base Pythons pyttsx which considers intentionally in adjacent phases of gTTS and AIML, facilitating the establishment of considerably smooth dialogues between the assistant and the users. This is a unique result of the exaggerated contribution of several contributors such as the feasible use of AIML and its dynamic fusion with platforms like Python[pyttsx] and gTTS[Google Text to Speech] resulting into a consistent and modular structure of JARVIS exposing the widespread reusability and negligible maintenance.","2019 2nd International Conference on Intelligent Computing, Instrumentation and Control Technologies (ICICICT)",JARVIS: An interpretation of AIML with integration of gTTS and Python,2019,human computer interaction;interactive systems;natural language processing;Python;search engines;software agents;text analysis;dynamic base Pythons pyttsx;AIML;JARVIS;artificial intelligence markup language;personalized assistant development;industry-leading Google platform;text-to-speech conversion;gTTS libraries;virtual integrated voice assistant;Marvel World;Google text to speech;male pitch;AIML;Python 3.4.7;JARVIS;gTTS;pyttsx;Google API;Tkinter;GTK+;Linux,10.1109/ICICICT46008.2019.8993344,,July,486.0,489.0,4.0
35,9062830,"O Toker, B Kuhn","In the paper, we introduce a Python based software library and a testbed based for TI's 77 GHz automotive radars using the FPGA based hi-speed ethernet link. The main design objective is to be able to test high level algorithms in real-time, show live results with minimal effort, avoid using low speed serial ports, and build the whole system on FPGA based hi-speed communication. All of these are possible using TI's C/C++ toolchain, but may require much more effort, especially for testing high DSP level algorithms. This is true even if all advanced MATLAB and Python DSP libraries are made available in TI's framework. To be able to test different high level algorithms with less effort, TI is providing a closed source Windows application to record raw ADC data for offline analysis in MATLAB. This setup requires a companion Lattice FPGA board, DCA1000, which sends raw ADC data from all receive antennas as UDP packets. However, this setup is useful only for offline analysis. That's why we have implemented a Python based software library and a testbed for real-time testing and visualization using this raw ADC data. Implemented library does all UDP processing, parsing, and returns numpy arrays representing raw ADC data for each receive antenna. A couple of code samples, including a real-time direction of arrival estimation program, are presented to demonstrate the simplicity and usefulness of the developed system.",2019 IEEE Vehicular Networking Conference (VNC),A Python Based Testbed for Real-Time Testing and Visualization using TI's 77 GHz Automotive Radars,2019,direction-of-arrival estimation;field programmable gate arrays;local area networks;millimetre wave antennas;millimetre wave radar;radar antennas;receiving antennas;road vehicle radar;software libraries;transport protocols;TI 77 GHz automotive radars;real-time direction;implemented library;companion Lattice FPGA board;offline analysis;raw ADC data;different high level algorithms;TI's framework;Python DSP libraries;high DSP level algorithms;hi-speed communication;low speed serial ports;minimal effort;main design objective;hi-speed ethernet link;Python based software library;real-time testing;frequency 77.0 GHz;Chirp;Radar;Automotive engineering;Real-time systems;Field programmable gate arrays;Python;Receiving antennas;Automotive radars;Real-time testing and Visualization;Python,10.1109/VNC48660.2019.9062830,2157-9865,Dec,1.0,4.0,4.0
36,8816764,"A Rahman, E Farhana, N Imtiaz","Despite being the most popular question and answer website for software developers, answers posted on Stack Overflow (SO) are susceptible to contain Python-related insecure coding practices. A systematic analysis on how frequently insecure coding practices appear in SO answers can help the SO community assess the prevalence of insecure Python code blocks in SO. An insecure coding practice is recurrent use of insecure coding patterns in Python. We conduct an empirical study using 529,054 code blocks collected from Python-related 44,966 answers posted on SO. We observe 7.1% of the 44,966 Python-related answers to include at least one insecure coding practice. The most frequently occurring insecure coding practice is code injection. We observe 9.8% of the 7,444 accepted answers to include at least one insecure code block. We also find user reputation not to relate with the presence of insecure code blocks, suggesting that both high and low-reputed users are likely to introduce insecure code blocks.",2019 IEEE/ACM 16th International Conference on Mining Software Repositories (MSR),Snakes in Paradise?: Insecure Python-Related Coding Practices in Stack Overflow,2019,program diagnostics;Python;question answering (information retrieval);security of data;source code (software);Web sites;Stack Overflow;Python-related insecure coding practices;insecure Python code blocks;insecure coding patterns;code injection;insecure code block;Python-related answers;answer Web site;Encoding;Python;Cryptography;Cross-site scripting;Predictive models;python;reputation;security;stack overflow;coding;practices,10.1109/MSR.2019.00040,2574-3864,May,200.0,204.0,5.0
37,8787204,"M Chojnacki, P Sękalski","The data analysis could be a very time consuming process during the hardware design on FPGA platforms. The verification process of designed modules is important at each step of a design process. In some cases standard methods for data analysis are insufficient, especially when the data representation are taken into assessment methods. In image processing systems based on FPGA there are various methods to support engineers in development of desired architecture. Some of them are based on scoping hardware signals in running device. It is also possible to scope signals in a simulation environment. In addition there are also high-level abstraction layer of data analysis methods based on Matlab, Python and similar tools. The unique image processing architecture developed by authors could not be upgraded with support of existing co-design methods. This is why stage-oriented, mixed design methodology was performed to support FPGA hardware development for faster prototyping and debugging with Vivado simulator tool and Python language. Presented approach was used to improve image processing design operating with ultra high resolution images (from 5 Mpix up to 70 Mpix).","2019 MIXDES - 26th International Conference ""Mixed Design of Integrated Circuits and Systems""","Stage-oriented, Mixed Design Methodology for Image Processing Using VHDL and Python",2019,circuit simulation;data analysis;electronic engineering computing;field programmable gate arrays;hardware description languages;image resolution;logic design;program debugging;program verification;Python;image processing architecture;co-design methods;stage-oriented methodology;FPGA hardware development;image processing design;Vivado simulator tool;debugging;ultra high resolution images;Python language;data analysis methods;high-level abstraction layer;image processing systems;data representation;verification process;FPGA platforms;hardware design;mixed design methodology;Image processing;Tools;VHDL;Hardware;Field programmable gate arrays;Analytical models;Matlab;VHDL;FPGA;Python: image processing;simulation;stage,10.23919/MIXDES.2019.8787204,,June,375.0,378.0,4.0
38,8620048,I Grout,"In electronic system design, there is typically a need to develop and simulate descriptions of the design in a suitable language prior to any physical prototyping and production. Common design flows use one or more languages to achieve this. More recently, the use of source-to-source compilers to translate a high-level design description from one language to another has become a requirement and this approach can be seen in applications such as hardware system design using the field programmable gate array (FPGA). In this paper, the role of the Python open-source programming language is considered and the translation of Python based algorithms to hardware descriptions in VHDL is discussed. The paper will discuss the modeling, simulation and translation of design descriptions that are to be implemented within the FPGA targeting sensor input and digital signal processing requirements.","2018 15th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)",Electronic Circuit and System Design using Python and VHDL,2018,"digital signal processing chips;field programmable gate arrays;hardware description languages;program compilers;source-to-source compilers;high-level design description;hardware system design;field programmable gate array;Python open-source programming language;Python based algorithms;hardware descriptions;VHDL;electronic system design;electronic circuit;FPGA;digital signal processing requirements;Hardware design languages;Field programmable gate arrays;Python;Hardware;Tools;Electronic circuits;Python;VHDL, compiler, electronic systems",10.1109/ECTICon.2018.8620048,,July,13.0,16.0,4.0
39,8793309,"S Poomrittigul, A Koomsubsiri, P Sasithong, D Deenuch, L Wuttisittikulkij","This paper proposes the simulation model for ticket system of Bangkok rapid transit train. The proposed analysis model is applied by using queuing theory to analyze main queuing delay problem rapid transit train ticket machines. This analysis model has been developed by using python programming language to create software tool for analyzing the existing ticket system comparing with the desire variable condition or redesign the ticket system. Since, proposed software tool use for analyze the effect of existing ticket system by modification to visualize the queuing, delay time, waiting time and etc. The software tool with the simulation model can visualize the 2D animation results and graph for analyzation. The proposed analysis model could be used to any rapid transit train ticket system for impact analysis own existing ticket system.","2019 34th International Technical Conference on Circuits/Systems, Computers and Communications (ITC-CSCC)",The Simulation of Queuing Model for Bangkok Rapid Transit Train Ticket System Using Python,2019,computer animation;data visualisation;graph theory;Python;queueing theory;railway engineering;rapid transit systems;software tools;Python programming language;software tool;queuing delay problem rapid transit train ticket machines;2D animation visualization;graph;Bangkok rapid transit train ticket system;Queueing analysis;Analytical models;Software tools;Delays;Python;Numerical models;Animation;Simulation Model;Queuing Theory;Bangkok rapid transit;train ticket system;software tool,10.1109/ITC-CSCC.2019.8793309,,June,1.0,4.0,4.0
40,8366371,"K Lee, K Araki, O Elleuch, N Kojima, M Yamaguchi","We announced a open source solar cell modeling and analysis toolkit written in Python. The standard off-the-shelf solar cell simulation software is often difficult to modify or reuse some of its functionality into new solar cell models. In this software package, we wrap the solar cell simulations into individual modules and application programming interfaces to make them very user-friendly. This library contains a wide range of functions to do the heavy-lifting, error-prone jobs of modeling solar cells, such as unit conversions and arithmetic operations of spectrum data, absorption-emission reciprocity or solving the IVs of multi-junction cells. This allows the users to rapidly adapt and build their own models with these modularized and verified components. Source codes, detailed documentation and examples can be found in https://kanhua.github.io/pypvcell.",2017 IEEE 44th Photovoltaic Specialist Conference (PVSC),Pypvcell: An Open-Source Solar Cell Modeling Library in Python,2017,application program interfaces;power engineering computing;Python;software libraries;software packages;software reusability;software tools;solar cells;analysis toolkit;standard off-the-shelf solar cell simulation software;software package;solar cell simulations;individual modules;application programming interfaces;multijunction cells;source codes;open-source solar cell modeling library;Python;Pypvcell;unit conversions;arithmetic operations;spectrum data;absorption-emission reciprocity;Photovoltaic cells;Mathematical model;Object oriented modeling;Numerical models;Computational modeling;Junctions;Python;solar cells;simulation,10.1109/PVSC.2017.8366371,,June,359.0,362.0,4.0
41,8609394,"A Boryssenko, N Herscovici",A highly efficient algorithm for the optimization of EM problems is proposed. The algorithm is mostly based on Python open-source libraries and was successfully used in the development of antennas and arrays using HFSS.,2018 IEEE International Symposium on Antennas and Propagation USNC/URSI National Radio Science Meeting,Machine Learning for Multiobjective Evolutionary Optimization in Python for EM Problems,2018,evolutionary computation;learning (artificial intelligence);optimisation;Python;multiobjective evolutionary optimization;EM problems;Python open-source libraries;Machine Learning;HFSS;antennas;Optimization;Linear programming;Python;Machine learning;Machine learning algorithms;Antenna arrays;Computational modeling;machine learning;surrogate objective function;multiobjective evolutionary algorithm (MOEA);Gaussian process;HFSS,10.1109/APUSNCURSINRSM.2018.8609394,1947-1491,July,541.0,542.0,2.0
42,8742272,H Bingo,"As an easy development of autonomous driving requiring enormous calculation and electric power, a scheme using FPGA is proposed. To reduce programming effort, a board enabling employment of Python is used, together with high-level libraries. The feasibility of algorithms (white line detection, human detection, etc.) on the FPGA board are investigated.",2018 International Conference on Field-Programmable Technology (FPT),Development of a Control Target Recognition for Autonomous Vehicle Using FPGA with Python,2018,automotive electronics;field programmable gate arrays;object recognition;Python;control target recognition;autonomous vehicle;python;autonomous driving;electric power;high-level libraries;white line detection;human detection;FPGA board;Field programmable gate arrays;Automobiles;Cameras;Autonomous vehicles;Python;Roads;Hardware;PYNQ-Z1;White line detection;Human detection,10.1109/FPT.2018.00089,,Dec,419.0,420.0,2.0
43,9155908,"R Abirami, D Wise, R Jeeva, S Sanjay","On the current website, there are many undeniable conditions and there is the existence of new plot holes. If data link is normally extracted on each of the websites, it becomes difficult to evaluate each vulnerability, with tolls such as XS S, SQLI, and other such existing tools for vulnerability assessment. Integrated testing criteria for vulnerabilities are met. In addition, the response should be automated and systematic. The primary value of vulnerability Buffer will be made of predefined and self-formatted code written in python, and the software is automated to send reports to their respective users. The vulnerabilities are tried to be classified as accessible. OWASP is the main resource for developing and validating web security processes.",2020 International Conference on Electronics and Sustainable Communication Systems (ICESC),Detecting Security Vulnerabilities in Website using Python,2020,Internet;Python;security of data;Web security processes;vulnerability Buffer;integrated testing criteria;vulnerability assessment;data link;plot holes;undeniable conditions;Python;security vulnerabilities;Tools;Payloads;Python;Security;Conferences;Communication systems;Information technology;Vulnerabilities;Cross site scripting;OWASP,10.1109/ICESC48915.2020.9155908,,July,844.0,846.0,3.0
44,9150366,"T Low, D Spampinato, S McMillan, M Pelletier","We show that a linear algebraic formulation of the Louvain method for community detection can be derived systematically from the linear algebraic definition of modularity. Using the pygraphblas interface, a high-level Python wrapper for the GraphBLAS C Application Programming Interface (API), we demonstrate that the linear algebraic formulation of the Louvain method can be rapidly implemented.",2020 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),Linear Algebraic Louvain Method in Python,2020,application program interfaces;linear algebra;physics computing;Python;linear algebraic Louvain method;linear algebraic formulation;community detection;high-level Python wrapper;GraphBLAS C Application Programming Interface;Productivity;Python;Optimization;Libraries;Clustering algorithms;Distributed processing;Conferences;Louvain Method;Community Detection;Graph Algorithms;GraphBLAS,10.1109/IPDPSW50202.2020.00050,,May,223.0,226.0,4.0
45,8696867,"M Brehler, C Mahnke, S Chimmalgi, S Wahls","Fiber-optic transmission based on nonlinear frequency division multiplexing (NFDM) has received much attention in recent years. We introduce NFDMLab, an open source software package for simulating NFDM transmissions written in the Python language.",2019 Optical Fiber Communications Conference and Exhibition (OFC),NFDMLab: Simulating Nonlinear Frequency Division Multiplexing in Python,2019,frequency division multiplexing;optical computing;optical fibre communication;Python;software packages;NFDMLab;fiber-optic transmission;open source software package;NFDM transmissions;Python language;nonlinear frequency division multiplexing;Python;Fourier transforms;Frequency division multiplexing;Optical fiber communication;Optical fibers;Fiber nonlinear optics,,,March,1.0,3.0,3.0
46,9098756,L Harrison,"This comprehensive resource provides readers with the tools necessary to perform analysis of various waveforms for use in radar systems. It provides information about how to produce synthetic aperture (SAR) images by giving a tomographic formulation and implementation for SAR imaging. Tracking filter fundamentals, and each parameter associated with the filter and how each affects tracking performance are also presented. Various radar cross section measurement techniques are covered, along with waveform selection analysis through the study of the ambiguity function for each particular waveform from simple linear frequency modulation (LFM) waveforms to more complicated coded waveforms. The text includes the Python tool suite, which allows the reader to analyze and predict radar performance for various scenarios and applications. Also provided are MATLAB® scripts corresponding to the Python tools. The software includes a user-friendly graphical user interface (GUI) that provides visualizations of the concepts being covered. Users have full access to both the Python and MATLAB source code to modify for their application. With examples using the tool suite are given at the end of each chapter, this text gives readers a clear understanding of how important target scattering is in areas of target detection, target tracking, pulse integration, and target discrimination.",Introduction to Radar Using Python and MATLAB,Introduction to Radar Using Python and MATLAB,2019,,,,,,,
47,9054609,"S Sandha, M Aggarwal, I Fedorov, M Srivastava","Tuning hyperparameters for machine learning algorithms is a tedious task, one that is typically done manually. To enable automated hyperparameter tuning, recent works have started to use techniques based on Bayesian optimization. However, to practically enable automated tuning for large scale machine learning training pipelines, significant gaps remain in existing libraries, including lack of abstractions, fault tolerance, and flexibility to support scheduling on any distributed computing framework. To address these challenges, we present Mango, a Python library for parallel hyperparameter tuning. Mango enables the use of any distributed scheduling framework, implements intelligent parallel search strategies, and provides rich abstractions for defining complex hyperparameter search spaces that are compatible with scikit-learn. Mango is comparable in performance to Hyperopt [1], another widely used library. Mango is available open-source [2] and is currently used in production at Arm Research to provide state-of-art hyperparameter tuning capabilities.","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",Mango: A Python Library for Parallel Hyperparameter Tuning,2020,Bayes methods;learning (artificial intelligence);optimisation;parallel processing;Python;scheduling;search problems;software libraries;Mango;Python library;parallel hyperparameter tuning;automated hyperparameter tuning;machine learning;distributed computing;distributed scheduling;complex hyperparameter search spaces;scikit-learn;intelligent parallel search strategies;Bayesian optimization;Hyperparameter tuning;Bayesian optimization;Python library;Parallel Optimizer,10.1109/ICASSP40776.2020.9054609,2379-190X,May,3987.0,3991.0,5.0
48,8701890,"W Hyun, M Huh, J Young Park","ICT technology is widely applied to various industries including agriculture. In the agricultural sector, most of the devices and greenhouses still use very old serial communication technologies. Nowadays, many ICT technologies such as ZigBee, Bluetooth and the Internet are spreading but still not interoperable. A set of standards is under development in Korea to ensure interoperability between different vendors. In particular, core interoperability can be provided by standardizing the LCP protocol independent of the underlying network infrastructure. In this paper, we designed service control protocol based on LCP protocol and implemented it using Python. We have deployed the implementation to Raspberry PI with actual physical devices.",2019 21st International Conference on Advanced Communication Technology (ICACT),Implementation of greenhouse service control protocol using Python on Raspberry PI,2019,agriculture;control engineering computing;greenhouses;open systems;protocols;Python;ICT technology;agricultural sector;core interoperability;Python;Raspberry PI;greenhouse service control protocol;serial communication technologies;LCP protocol;Korea;smart greenhouse;Protocols;Actuators;Green products;IP networks;Payloads;Intelligent sensors;smart greenhouse;protocol;implementation;python,10.23919/ICACT.2019.8701890,1738-9445,Feb,440.0,442.0,3.0
49,9076594,"Y Wen, Z Jing, W Huan","The application of Weather Radar Standard Base Data Format solves the phenomenon that a variety of basic data file formats coexist in CINRAD Weather Radar for a long time. In business application terminals, only the Standard Base Data Format method is needed to analyze all the Base Data of the CINRAD Weather Radar Base Data. This paper present an analysis of the Weather Radar Standard Base Data, and introduces how to use the Python programming language to perform data reading and other graphical operations on the Weather Radar Standard Base Data format.",2019 International Conference on Meteorology Observations (ICMO),Application of Python in Weather Radar Standard Base Data,2019,geophysics computing;meteorological radar;programming languages;Python;Python programming language;data file formats;CINRAD weather radar base data;weather radar standard base data format;Python;Weather Radar;Standard Base Data,10.1109/ICMO49322.2019.9076594,,Dec,1.0,3.0,3.0
